sequenceID	source.name	serotype	genotype	major_lineage	minor_lineage	minor_sublineage	minor_subsublineage
FJ744724	ncbi-nuccore	2	2V	2V_A			
FJ744725	ncbi-nuccore	2	2V	2V_A			
FJ744726	ncbi-nuccore	3	3II	3II_A			
FJ744727	ncbi-nuccore	3	3II	3II_A			
FJ744728	ncbi-nuccore	3	3II	3II_A			
FJ744729	ncbi-nuccore	3	3II	3II_A			
FJ744730	ncbi-nuccore	3	3II	3II_A			
FJ744731	ncbi-nuccore	3	3II	3II_A			
FJ744732	ncbi-nuccore	3	3II	3II_A			
FJ744733	ncbi-nuccore	3	3II	3II_A			
FJ744734	ncbi-nuccore	3	3II	3II_A			
FJ744735	ncbi-nuccore	3	3II	3II_A			
FJ744736	ncbi-nuccore	3	3II	3II_A			
FJ744737	ncbi-nuccore	3	3II	3II_A			
FJ744738	ncbi-nuccore	3	3II	3II_A			
FJ744739	ncbi-nuccore	3	3II	3II_A			
FJ744740	ncbi-nuccore	3	3II	3II_A			
FJ744741	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
FJ744742	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
FJ744743	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
FJ744744	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
FJ744745	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
FJ810409	ncbi-nuccore	2	2V	2V_A			
FJ810410	ncbi-nuccore	2	2V	2V_E			
FJ810411	ncbi-nuccore	2	2V	2V_A			
FJ810412	ncbi-nuccore	2	2V	2V_A			
FJ810413	ncbi-nuccore	3	3II	3II_A			
FJ810414	ncbi-nuccore	3	3II	3II_A			
FJ810415	ncbi-nuccore	1	1V				
FJ810416	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ810417	ncbi-nuccore	4	4II	4II_B	4II_B1		
FJ810418	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
FJ810419	ncbi-nuccore	1	1V				
FJ828986	ncbi-nuccore	4					
FJ828987	ncbi-nuccore	4					
FJ850048	ncbi-nuccore	3	3III	3III_C	3III_C2		
FJ850049	ncbi-nuccore	3	3III	3III_C	3III_C2		
FJ850050	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
FJ850051	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
FJ850052	ncbi-nuccore	3	3III	3III_C	3III_C2		
FJ850053	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
FJ850054	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
FJ850055	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ850056	ncbi-nuccore	3	3III	3III_C			
FJ850057	ncbi-nuccore	4	4II	4II_B	4II_B1		
FJ850058	ncbi-nuccore	4	4II	4II_B	4II_B1		
FJ850059	ncbi-nuccore	4	4II	4II_B	4II_B1		
FJ850060	ncbi-nuccore	2	2III	2III_D	2III_D1		
FJ850061	ncbi-nuccore	2	2III	2III_D	2III_D1		
FJ850062	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
FJ850063	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
FJ850064	ncbi-nuccore	2	2III	2III_D	2III_D1		
FJ850065	ncbi-nuccore	2	2III	2III_D	2III_D1		
FJ850066	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
FJ850067	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
FJ850068	ncbi-nuccore	1	1I	1I_H	1I_H3		
FJ850069	ncbi-nuccore	1	1I	1I_D			
FJ850070	ncbi-nuccore	1	1V	1V_A			
FJ850071	ncbi-nuccore	1	1V	1V_A			
FJ850072	ncbi-nuccore	2	2III				
FJ850073	ncbi-nuccore	1	1V				
FJ850074	ncbi-nuccore	2	2III				
FJ850075	ncbi-nuccore	1	1V	1V_A			
FJ850076	ncbi-nuccore	2	2III			2III_D1.3	
FJ850077	ncbi-nuccore	1	1V	1V_A			
FJ850078	ncbi-nuccore	2	2III			2III_D1.3	
FJ850079	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ850080	ncbi-nuccore	3	3III	3III_C	3III_C2		
FJ850081	ncbi-nuccore	1	1V	1V_A			
FJ850082	ncbi-nuccore	2	2III			2III_D1.3	
FJ850083	ncbi-nuccore	3	3III	3III_C	3III_C2		
FJ850084	ncbi-nuccore	1	1V	1V_A			
FJ850085	ncbi-nuccore	2	2III				
FJ850086	ncbi-nuccore	3	3III	3III_C	3III_C2		
FJ850087	ncbi-nuccore	1	1V	1V_A			
FJ850088	ncbi-nuccore	2	2III				
FJ850089	ncbi-nuccore	3	3III	3III_C	3III_C2		
FJ850090	ncbi-nuccore	1	1V	1V_A			
FJ850091	ncbi-nuccore	2	2III	2III_C	2III_C2		
FJ850092	ncbi-nuccore	3	3III	3III_C	3III_C2		
FJ850093	ncbi-nuccore	1	1V	1V_F	1V_D1		
FJ850094	ncbi-nuccore	3	3III	3III_C	3III_C2		
FJ850095	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
FJ850096	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ850097	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ850098	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ850099	ncbi-nuccore	1	1V	1V_F			
FJ850100	ncbi-nuccore	1	1V	1V_F			
FJ850101	ncbi-nuccore	1	1V	1V_F			
FJ850102	ncbi-nuccore	1	1V				
FJ850103	ncbi-nuccore	1	1V				
FJ850104	ncbi-nuccore	1	1V				
FJ850105	ncbi-nuccore	2	2III	2III_D			
FJ850106	ncbi-nuccore	2	2III	2III_D			
FJ850107	ncbi-nuccore	2	2III	2III_D			
FJ850108	ncbi-nuccore	2	2III	2III_D	2III_D2		
FJ850109	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ850110	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ850111	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ850112	ncbi-nuccore	2	2III	2III_D			
FJ850113	ncbi-nuccore	1	1V	1V_C			
FJ850114	ncbi-nuccore	1	1V				
FJ850115	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
FJ850116	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
FJ850117	ncbi-nuccore	2	2III	2III_D	2III_D1		
FJ850118	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
FJ850119	ncbi-nuccore	2	2III	2III_D	2III_D1		
FJ850120	ncbi-nuccore	2	2III	2III_D	2III_D1		
FJ850121	ncbi-nuccore	2	2III	2III_D	2III_D1		
FJ859028	ncbi-nuccore	2	2V	2V_A			
FJ859029	ncbi-nuccore	1	1I	1I_G	1I_K7		
FJ873808	ncbi-nuccore	2	2III	2III_D	2III_D1		
FJ873809	ncbi-nuccore	1	1V	1V_F			
FJ873810	ncbi-nuccore	1	1V				
FJ873811	ncbi-nuccore	2	2V	2V_A			
FJ873812	ncbi-nuccore	3	3III	3III_C	3III_C2		
FJ873813	ncbi-nuccore	3	3III	3III_C	3III_C2		
FJ873814	ncbi-nuccore	1	1V				
FJ882515	ncbi-nuccore	1	1I	1I_C			
FJ882516	ncbi-nuccore	1	1I	1I_K	1I_K7		
FJ882517	ncbi-nuccore	1	1I	1I_G			
FJ882518	ncbi-nuccore	1	1I	1I_C			
FJ882519	ncbi-nuccore	1	1I	1I_G			
FJ882520	ncbi-nuccore	1	1I	1I_D			
FJ882521	ncbi-nuccore	1	1I	1I_G			
FJ882522	ncbi-nuccore	1	1I				
FJ882523	ncbi-nuccore	1	1I	1I_C			
FJ882524	ncbi-nuccore	1	1I	1I_C			
FJ882525	ncbi-nuccore	1	1I	1I_G			
FJ882526	ncbi-nuccore	1	1I	1I_G			
FJ882527	ncbi-nuccore	1	1I	1I_G			
FJ882528	ncbi-nuccore	1	1I	1I_K	1I_K7		
FJ882529	ncbi-nuccore	1	1I	1I_G			
FJ882530	ncbi-nuccore	1	1I	1I_G			
FJ882531	ncbi-nuccore	1	1I	1I_G			
FJ882532	ncbi-nuccore	1	1I	1I_G			
FJ882533	ncbi-nuccore	1	1I	1I_C			
FJ882534	ncbi-nuccore	1	1I	1I_K	1I_K7		
FJ882535	ncbi-nuccore	1	1I	1I_G			
FJ882536	ncbi-nuccore	1	1I	1I_K	1I_K7		
FJ882537	ncbi-nuccore	1	1I	1I_D			
FJ882538	ncbi-nuccore	1	1I	1I_G			
FJ882539	ncbi-nuccore	1	1I	1I_G			
FJ882540	ncbi-nuccore	1	1I	1I_G			
FJ882541	ncbi-nuccore	1	1I	1I_D			
FJ882542	ncbi-nuccore	1	1I	1I_C			
FJ882543	ncbi-nuccore	1	1I	1I_C			
FJ882544	ncbi-nuccore	1	1I				
FJ882545	ncbi-nuccore	1	1I	1I_K	1I_K7		
FJ882546	ncbi-nuccore	1	1I	1I_K	1I_K7		
FJ882547	ncbi-nuccore	1	1I	1I_K	1I_K7		
FJ882548	ncbi-nuccore	1	1I	1I_K	1I_K7		
FJ882549	ncbi-nuccore	1	1I	1I_D			
FJ882550	ncbi-nuccore	1	1I	1I_C			
FJ882551	ncbi-nuccore	1	1I	1I_G			
FJ882552	ncbi-nuccore	1	1I	1I_G	1I_K7		
FJ882553	ncbi-nuccore	1	1I	1I_E			
FJ882554	ncbi-nuccore	1	1I				
FJ882555	ncbi-nuccore	1	1I	1I_G	1I_K7		
FJ882556	ncbi-nuccore	1	1I				
FJ882557	ncbi-nuccore	1	1I	1I_K	1I_K7		
FJ882558	ncbi-nuccore	1	1I	1I_G	1I_K7		
FJ882559	ncbi-nuccore	1	1I		1I_K7		
FJ882560	ncbi-nuccore	1	1I				
FJ882561	ncbi-nuccore	1	1I	1I_C			
FJ882562	ncbi-nuccore	1	1I	1I_K	1I_K7		
FJ882563	ncbi-nuccore	1	1I	1I_K	1I_K7		
FJ882564	ncbi-nuccore	1	1I	1I_C			
FJ882565	ncbi-nuccore	1	1I	1I_C			
FJ882566	ncbi-nuccore	1	1I	1I_C			
FJ882567	ncbi-nuccore	1	1I	1I_C			
FJ882568	ncbi-nuccore	1	1I	1I_C			
FJ882569	ncbi-nuccore	1	1I	1I_C			
FJ882570	ncbi-nuccore	1	1I	1I_C			
FJ882571	ncbi-nuccore	3	3III				
FJ882572	ncbi-nuccore	3					
FJ882573	ncbi-nuccore	3	3III	3III_A	3III_A1		
FJ882574	ncbi-nuccore	3					
FJ882575	ncbi-nuccore	3	3III		3III_C1		
FJ882576	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ882577	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ882578	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ882579	ncbi-nuccore	1	1V	1V_F			
FJ882580	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
FJ882581	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
FJ882582	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
FJ882583	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
FJ882584	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
FJ882585	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
FJ882586	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
FJ882587	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
FJ882588	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
FJ882589	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
FJ882590	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
FJ882591	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
FJ882592	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
FJ882593	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
FJ882594	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
FJ882595	ncbi-nuccore	4	4II	4II_B	4II_B1		
FJ882596	ncbi-nuccore	4	4II	4II_B	4II_B1		
FJ882597	ncbi-nuccore	4	4II	4II_B	4II_B1		
FJ882598	ncbi-nuccore	4	4II	4II_B	4II_B1		
FJ882599	ncbi-nuccore	4	4II	4II_B	4II_B1		
FJ882600	ncbi-nuccore	4	4II	4II_B	4II_B1		
FJ882601	ncbi-nuccore	4	4II	4II_B	4II_B1		
FJ882602	ncbi-nuccore	2	2II	2II_A			
FJ898371	ncbi-nuccore	1	1I	1I_C			
FJ898372	ncbi-nuccore	1	1I	1I_K	1I_K7		
FJ898373	ncbi-nuccore	1	1I	1I_D			
FJ898374	ncbi-nuccore	1	1I	1I_C			
FJ898375	ncbi-nuccore	1	1I	1I_G			
FJ898376	ncbi-nuccore	1	1I	1I_C			
FJ898377	ncbi-nuccore	1	1I				
FJ898378	ncbi-nuccore	1	1I	1I_G			
FJ898379	ncbi-nuccore	1	1I				
FJ898380	ncbi-nuccore	1	1I				
FJ898381	ncbi-nuccore	1	1I	1I_G	1I_K7		
FJ898382	ncbi-nuccore	1	1I				
FJ898383	ncbi-nuccore	1	1I				
FJ898384	ncbi-nuccore	1	1I		1I_K7		
FJ898385	ncbi-nuccore	1	1I	1I_C			
FJ898386	ncbi-nuccore	1	1I	1I_C			
FJ898387	ncbi-nuccore	1	1I	1I_G			
FJ898388	ncbi-nuccore	1	1I	1I_G			
FJ898389	ncbi-nuccore	1	1I	1I_C			
FJ898390	ncbi-nuccore	1	1I	1I_C			
FJ898391	ncbi-nuccore	1	1I	1I_G			
FJ898392	ncbi-nuccore	1	1I	1I_C			
FJ898393	ncbi-nuccore	1	1I	1I_C			
FJ898394	ncbi-nuccore	1	1I	1I_C			
FJ898395	ncbi-nuccore	1	1I	1I_K	1I_K7		
FJ898396	ncbi-nuccore	1	1I	1I_C			
FJ898397	ncbi-nuccore	1	1I	1I_G			
FJ898398	ncbi-nuccore	1	1I	1I_G			
FJ898399	ncbi-nuccore	1	1I		1I_K7		
FJ898400	ncbi-nuccore	1	1I		1I_K7		
FJ898401	ncbi-nuccore	1	1I	1I_G			
FJ898402	ncbi-nuccore	1	1I	1I_G			
FJ898403	ncbi-nuccore	1	1I	1I_G			
FJ898404	ncbi-nuccore	1	1I	1I_C			
FJ898405	ncbi-nuccore	1	1I	1I_C			
FJ898406	ncbi-nuccore	1	1I	1I_C			
FJ898407	ncbi-nuccore	1	1I	1I_D			
FJ898408	ncbi-nuccore	1	1I	1I_C			
FJ898409	ncbi-nuccore	1	1I	1I_C			
FJ898410	ncbi-nuccore	1	1I				
FJ898411	ncbi-nuccore	1	1I	1I_G			
FJ898412	ncbi-nuccore	1	1I	1I_C			
FJ898413	ncbi-nuccore	1	1I	1I_G			
FJ898414	ncbi-nuccore	1	1I	1I_C			
FJ898415	ncbi-nuccore	1	1I	1I_C			
FJ898416	ncbi-nuccore	1	1I	1I_C			
FJ898417	ncbi-nuccore	1	1I	1I_G			
FJ898418	ncbi-nuccore	1	1I	1I_G			
FJ898419	ncbi-nuccore	1	1I	1I_G			
FJ898420	ncbi-nuccore	1	1I	1I_K	1I_K7		
FJ898421	ncbi-nuccore	1	1I	1I_K	1I_K7		
FJ898422	ncbi-nuccore	1	1I	1I_G			
FJ898423	ncbi-nuccore	1	1I	1I_D			
FJ898424	ncbi-nuccore	1	1I	1I_D			
FJ898425	ncbi-nuccore	1	1I	1I_C			
FJ898426	ncbi-nuccore	1	1I	1I_G			
FJ898427	ncbi-nuccore	1	1I	1I_C			
FJ898428	ncbi-nuccore	1	1I	1I_C			
FJ898429	ncbi-nuccore	1	1I	1I_D			
FJ898430	ncbi-nuccore	1	1I	1I_G			
FJ898431	ncbi-nuccore	1	1I	1I_G			
FJ898432	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
FJ898433	ncbi-nuccore	1	1V				
FJ898434	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
FJ898435	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
FJ898436	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
FJ898437	ncbi-nuccore	1	1V				
FJ898438	ncbi-nuccore	2	2III	2III_D	2III_D1		
FJ898439	ncbi-nuccore	2	2III	2III_D	2III_D1		
FJ898440	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ898441	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ898442	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ898443	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ898444	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ898445	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ898446	ncbi-nuccore	3	3III	3III_C	3III_C2		
FJ898447	ncbi-nuccore	3	3III	3III_C	3III_C2		
FJ898448	ncbi-nuccore	1	1IV	1IV_A			
FJ898449	ncbi-nuccore	2	2I				
FJ898450	ncbi-nuccore	2	2III	2III_B			
FJ898451	ncbi-nuccore	2	2III				
FJ898452	ncbi-nuccore	2	2V	2V_A			
FJ898453	ncbi-nuccore	2	2III				
FJ898454	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	
FJ898455	ncbi-nuccore	3	3I	3I_B			
FJ898456	ncbi-nuccore	3	3I	3I_B			
FJ898457	ncbi-nuccore	3	3III	3III_C			
FJ898458	ncbi-nuccore	3	3III	3III_C			
FJ898459	ncbi-nuccore	3	3III	3III_C			
FJ898460	ncbi-nuccore	2	2III	2III_C			
FJ898461	ncbi-nuccore	2	2III	2III_D	2III_D1		
FJ898462	ncbi-nuccore	3	3III	3III_C			
FJ898463	ncbi-nuccore	3	3III	3III_C			
FJ898464	ncbi-nuccore	3	3III	3III_C			
FJ898465	ncbi-nuccore	2	2III	2III_B			
FJ898466	ncbi-nuccore	2	2III	2III_D			
FJ898467	ncbi-nuccore	2	2III	2III_D			
FJ898468	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ898469	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ898470	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ898471	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ898472	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ898473	ncbi-nuccore	3	3III	3III_C	3III_C1		
FJ898474	ncbi-nuccore	3	3III	3III_C	3III_C2		
FJ898475	ncbi-nuccore	3	3III	3III_C	3III_C2		
FJ898476	ncbi-nuccore	3	3III	3III_C	3III_C2		
FJ898477	ncbi-nuccore	2	2III	2III_D	2III_D1		
FJ898478	ncbi-nuccore	2	2III	2III_D	2III_D1		
FJ898479	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
FJ906728	ncbi-nuccore	1	1I	1I_K	1I_K7		
FJ906956	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
FJ906957	ncbi-nuccore	2	2V	2V_A			
FJ906958	ncbi-nuccore	2	2V	2V_B			
FJ906959	ncbi-nuccore	2					
FJ906960	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
FJ906961	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
FJ906962	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
FJ906963	ncbi-nuccore	1	1I	1I_E		1I_E1.2	
FJ906964	ncbi-nuccore	1	1I	1I_G	1I_K7		
FJ906965	ncbi-nuccore	1	1I	1I_G	1I_K7		
FJ906966	ncbi-nuccore	2					
FJ906967	ncbi-nuccore	2					
FJ906968	ncbi-nuccore	2					
FJ906969	ncbi-nuccore	2					
FJ913015	ncbi-nuccore	3	3III	3III_C	3III_C2		
FJ913016	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
FM210202	ncbi-nuccore	2	2III	2III_A	2III_A2		
FM210203	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210204	ncbi-nuccore	2	2III	2III_A	2III_A2		
FM210205	ncbi-nuccore	2	2V	2V_A			
FM210206	ncbi-nuccore	2	2V	2V_A			
FM210207	ncbi-nuccore	2	2V	2V_A			
FM210208	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210209	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210210	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210211	ncbi-nuccore	2	2V				
FM210212	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210213	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210214	ncbi-nuccore	2	2V	2V_A			
FM210215	ncbi-nuccore	2	2V	2V_A			
FM210216	ncbi-nuccore	2	2V	2V_A			
FM210217	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210218	ncbi-nuccore	2	2III	2III_A	2III_A2		
FM210219	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210220	ncbi-nuccore	2	2III	2III_A	2III_A2		
FM210221	ncbi-nuccore	2	2III	2III_A	2III_A2		
FM210222	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210223	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210224	ncbi-nuccore	2	2III	2III_A	2III_A2		
FM210225	ncbi-nuccore	2	2III	2III_A	2III_A2		
FM210226	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210227	ncbi-nuccore	2	2III	2III_A	2III_A2		
FM210228	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210229	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210230	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210231	ncbi-nuccore	2	2V	2V_A			
FM210232	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210233	ncbi-nuccore	2	2V	2V_A			
FM210234	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210235	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210236	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210237	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210238	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210239	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210240	ncbi-nuccore	2	2V	2V_A			
FM210241	ncbi-nuccore	2	2III	2III_A	2III_A2		
FM210242	ncbi-nuccore	2	2V	2V_A			
FM210243	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210244	ncbi-nuccore	2	2III	2III_A	2III_A1		
FM210245	ncbi-nuccore	2	2V	2V_A			
FM210246	ncbi-nuccore	2	2V	2V_A			
FU267586	ncbi-nuccore	3	3III	3III_C			
FV537254	ncbi-nuccore	1					
FV537255	ncbi-nuccore	1					
FV537256	ncbi-nuccore						
FV537257	ncbi-nuccore						
FV537258	ncbi-nuccore	2					
FV537259	ncbi-nuccore	2					
FV537260	ncbi-nuccore						
FV537261	ncbi-nuccore						
FV537262	ncbi-nuccore	3					
FV537263	ncbi-nuccore	3					
FV537264	ncbi-nuccore						
FV537265	ncbi-nuccore						
FV537266	ncbi-nuccore	4					
FV537267	ncbi-nuccore	4					
FV537268	ncbi-nuccore						
FV537269	ncbi-nuccore						
FW366602	ncbi-nuccore	1	1II				
FW366603	ncbi-nuccore	2	2V				
FW503158	ncbi-nuccore						
GM009079	ncbi-nuccore	1	1II				
GM009080	ncbi-nuccore	2	2V				
GM059691	ncbi-nuccore	1	1II				
GM059692	ncbi-nuccore	2	2V				
GQ199605	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
GQ199771	ncbi-nuccore	1	1I				
GQ199772	ncbi-nuccore	1	1I	1I_K	1I_K7		
GQ199773	ncbi-nuccore	1	1I	1I_G	1I_K7		
GQ199774	ncbi-nuccore	1	1I	1I_D			
GQ199775	ncbi-nuccore	1	1I	1I_D			
GQ199776	ncbi-nuccore	1	1I				
GQ199777	ncbi-nuccore	1	1I				
GQ199778	ncbi-nuccore	1	1I				
GQ199779	ncbi-nuccore	1	1I				
GQ199780	ncbi-nuccore	1	1I	1I_G			
GQ199781	ncbi-nuccore	1	1I	1I_C			
GQ199782	ncbi-nuccore	1	1I	1I_C			
GQ199783	ncbi-nuccore	1	1I	1I_C			
GQ199784	ncbi-nuccore	1	1I	1I_C			
GQ199785	ncbi-nuccore	1	1I	1I_D			
GQ199786	ncbi-nuccore	1	1I				
GQ199787	ncbi-nuccore	1	1I	1I_C			
GQ199788	ncbi-nuccore	1	1I	1I_G	1I_K7		
GQ199789	ncbi-nuccore	1	1I	1I_G			
GQ199790	ncbi-nuccore	1	1I	1I_C			
GQ199791	ncbi-nuccore	1	1I	1I_C			
GQ199792	ncbi-nuccore	1	1I	1I_K	1I_K7		
GQ199793	ncbi-nuccore	1	1I	1I_C			
GQ199794	ncbi-nuccore	1	1I	1I_E		1I_E1.2	
GQ199795	ncbi-nuccore	1	1I				
GQ199796	ncbi-nuccore	1	1I				
GQ199797	ncbi-nuccore	1	1I	1I_G	1I_K7		
GQ199798	ncbi-nuccore	1	1I				
GQ199799	ncbi-nuccore	1	1I		1I_K7		
GQ199800	ncbi-nuccore	1	1I	1I_G			
GQ199801	ncbi-nuccore	1	1I				
GQ199802	ncbi-nuccore	1	1I				
GQ199803	ncbi-nuccore	1	1I	1I_K	1I_K7		
GQ199804	ncbi-nuccore	1	1I				
GQ199805	ncbi-nuccore	1	1I	1I_C			
GQ199806	ncbi-nuccore	1	1I	1I_G			
GQ199807	ncbi-nuccore	1	1I	1I_G			
GQ199808	ncbi-nuccore	1	1I	1I_G	1I_K7		
GQ199809	ncbi-nuccore	1	1I	1I_C			
GQ199810	ncbi-nuccore	1	1I				
GQ199811	ncbi-nuccore	1	1I	1I_G	1I_K7		
GQ199812	ncbi-nuccore	1	1I				
GQ199813	ncbi-nuccore	1	1I	1I_G	1I_K7		
GQ199814	ncbi-nuccore	1	1I	1I_G			
GQ199815	ncbi-nuccore	1	1I				
GQ199816	ncbi-nuccore	1	1I	1I_G	1I_K7		
GQ199817	ncbi-nuccore	1	1I				
GQ199818	ncbi-nuccore	1	1I	1I_K	1I_K7		
GQ199819	ncbi-nuccore	1	1I				
GQ199820	ncbi-nuccore	1	1I				
GQ199821	ncbi-nuccore	1	1I	1I_G			
GQ199822	ncbi-nuccore	1	1I	1I_C			
GQ199823	ncbi-nuccore	1	1I				
GQ199824	ncbi-nuccore	1	1I	1I_G			
GQ199825	ncbi-nuccore	1	1I				
GQ199826	ncbi-nuccore	1	1I	1I_G	1I_K7		
GQ199827	ncbi-nuccore	1	1I				
GQ199828	ncbi-nuccore	1	1I	1I_K	1I_K7		
GQ199829	ncbi-nuccore	1	1I				
GQ199830	ncbi-nuccore	1	1I	1I_C			
GQ199831	ncbi-nuccore	1	1I	1I_C			
GQ199832	ncbi-nuccore	1	1I	1I_C			
GQ199833	ncbi-nuccore	1	1I	1I_C			
GQ199834	ncbi-nuccore	1	1I	1I_C			
GQ199835	ncbi-nuccore	1	1I	1I_C			
GQ199836	ncbi-nuccore	1	1I	1I_C			
GQ199837	ncbi-nuccore	1	1I	1I_C			
GQ199838	ncbi-nuccore	1	1I	1I_C			
GQ199839	ncbi-nuccore	1	1I	1I_C			
GQ199840	ncbi-nuccore	1	1I				
GQ199841	ncbi-nuccore	1	1I	1I_G			
GQ199842	ncbi-nuccore	1	1I	1I_G			
GQ199843	ncbi-nuccore	1	1I	1I_D			
GQ199844	ncbi-nuccore	1	1I	1I_C			
GQ199845	ncbi-nuccore	1	1I				
GQ199846	ncbi-nuccore	1	1I	1I_C			
GQ199847	ncbi-nuccore	1	1I	1I_G			
GQ199848	ncbi-nuccore	1	1I	1I_C			
GQ199849	ncbi-nuccore	1	1I	1I_C			
GQ199850	ncbi-nuccore	1	1I	1I_C			
GQ199851	ncbi-nuccore	1	1I	1I_G			
